1.947798924657534458e-01,5.649184099999999820e-01,2.477896792232876233e-01,1.356602850000000249e+00,1.586268189835616516e-01,5.087263799999999225e-01
3.246257509863013646e-01,1.250848850000000123e+00,4.974256156191781408e-01,2.371428500000000383e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.408519517945205801e-01,8.785604899999999162e-01,4.255366884726027310e-01,1.192862900000000170e+00,4.583220484383562221e-01,1.246276699999999904e+00
4.520976037821917703e-01,8.372469999999998524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.719065649267123574e-01,4.240521500000000166e-01,2.259527247808219563e-01,4.600836499999999551e-01
3.120108450539726408e-01,6.949838499999999586e-01,1.442648869808219048e-01,1.385924689999999959e+00,1.495279485720548140e-01,3.826148800000000461e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.355210563184931938e-01,1.349205050000000128e+00,5.252447890820945986e-01,5.582368199999999447e+00
3.749811843712328452e-01,8.260394399999999582e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.261974990409315323e-01,8.993717500000001364e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.201178636267794253e-01,3.679812499999999265e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999074871589040681e-02,2.184304499999999982e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.746818762636986322e-01,3.855292500000000455e-01,1.686741497211644014e-01,4.313886400000000454e-01,3.230799492671233009e-01,7.448514649999999904e-01
1.060473196575342503e-01,2.704989000000000421e-01,6.792413077134247523e-02,2.381849849999999880e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.547496486232876944e-01,7.468349499999999974e-01,2.825236802397260161e-01,6.218116000000000199e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.258539836195333772e-01,6.534219999999999473e-01,2.467482468328767442e-01,4.757579100000000061e-01,2.217563821780821898e-01,6.373868000000000311e-01
1.266218872143835661e+00,3.349377250000000306e+00,1.032375168187671166e+00,2.721489900000000350e+00,8.878857303356164632e-01,1.899029850000000019e+00
2.562162837471917975e-01,4.634488000000001051e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.112764935397260319e-01,5.066011000000000264e-01,1.452549467534246519e-01,8.181476999999999222e-01,1.487072641986301735e-01,4.713605650000000091e-01
1.332692450800684880e-01,4.525941853891100042e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.132113876264383701e-01,1.006249720000000014e+00,9.365032392893149482e-02,5.324119999999999964e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.282084401301369692e-01,1.666343099999999966e+00,4.611905215345205589e-01,1.148635400000000084e+00,5.641156414383561302e-01,1.321141949999999898e+00
