0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.359766080136986299e-01,9.056918999999999942e-01,1.793491427465753463e-01,7.365457474999999032e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.110286794976712121e-01,7.069455499999999226e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.251363464520547975e-01,4.290081154999999535e-01
3.088133330273973298e-01,8.882742850000000523e-01,1.065158652054794680e-01,5.538504500000001052e-01,9.406208242561643618e-02,3.822100050000000193e-01
7.579610884246576474e-02,2.948774499999999854e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.529137169171234489e-02,7.959803000000000850e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.319026874223972023e-01,6.731574500000000461e-01,2.238970643143835815e-01,1.012783499999999837e+00,2.715947219321918071e-01,8.835456000000001531e-01
2.329958191452054794e-01,7.314358999999999167e-01,1.176427457329890236e-01,2.657631500000000591e-01,2.269188024979344187e-01,1.338519180000000031e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.391510904583835362e-01,1.074627350000000092e+00,1.480464541558904334e-01,6.779366499999999185e-01
4.049905028493150927e-01,7.099688600000000349e-01,3.405412451369862481e-01,1.724453999999999709e+00,4.967840055342466199e-01,1.066988650000000094e+00
1.561147524910958817e-01,7.067058000000003837e-01,5.580034787671232094e-02,1.378013800000000288e-01,8.172290226643835753e-02,1.979725500000000527e-01
1.802291590547945299e-01,3.835313000000001304e-01,1.560526515000000003e-01,4.756701389999999918e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.683100418821616817e-02,6.568758599999999781e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.134651194808219271e-01,5.252538999999999403e-01,1.760050657068493174e-01,4.976703500000000391e-01
5.388000758767123033e-01,1.212827000000000321e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.368271058904109716e-01,5.114437800000000145e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.438829031787670854e-01,2.264205850000000186e+00,7.973866403849314555e-01,3.949561400000000333e+00,5.721000827876712158e-01,4.434078720000000473e+00
3.553902468030405992e-01,3.305415699999999735e+00,5.251626006164382687e-01,1.153294800000000064e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.957935301144589690e-01,6.180203500000001071e-01,2.318272527075342371e-01,7.175261000000000555e-01,1.662375146290410999e-01,5.206394500000000036e-01
4.768016433861643755e-01,1.054219414999999938e+00,1.837661914987945289e-01,4.351570500000000452e-01,1.418084433561643820e-01,4.636045500000000041e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.977833230000000109e-01,1.286216200000000143e+00,2.152245530545205676e-01,6.310540600000000833e-01
1.927561307904109567e-01,6.330435000000000922e-01,2.025068211978082455e-01,5.328678000000000026e-01,2.043468323118493024e-01,3.872616300000000233e-01
1.796672942712328747e-01,4.896621862000000158e-01,1.913594572463013788e-01,4.715731000000000228e-01,7.629162207191780842e-02,2.838909499999999753e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.394767196887670813e-01,7.209870000000000445e-01,3.775694587986300754e-01,9.354660999999999671e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.870991485616439021e-01,2.015930380000000355e+00,1.338843642520547994e-01,8.007676500000000530e-01
4.031245638767123052e-01,7.854448999999998904e-01,4.435986998904110079e-01,9.594694999999999752e-01,2.492153569720547968e-01,4.581052800000000036e-01
4.353978568630137436e-01,8.958914749999999927e-01,7.360033849041096587e-01,1.438682000000000016e+00,3.762188454424657547e-01,7.825716999999998702e-01
2.997111820280821681e-01,1.355059400500000066e+00,2.167394573751154907e-01,6.893051000000000039e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.597981013767123259e-01,4.753698000000001200e-01,2.491475337945205648e-01,1.003703500000000082e+00,2.070211770645205285e-01,5.809481499999998855e-01
